inst#,actual,predicted,error,prediction
91306,1:1,1:1,,0.556
91307,1:1,1:1,,0.647
91308,1:1,1:1,,0.788
91309,1:1,1:1,,0.782
91310,1:1,1:1,,0.796
91311,1:1,1:1,,0.751
91312,1:1,1:1,,0.551
91313,1:1,1:1,,0.637
91314,1:1,1:1,,0.784
91315,1:1,1:1,,0.788
91316,1:1,1:1,,0.789
91317,1:1,1:1,,0.748
91318,1:1,1:1,,0.546
91319,1:1,1:1,,0.624
91320,1:1,1:1,,0.782
91321,1:1,1:1,,0.769
91322,1:1,1:1,,0.78
91323,1:1,1:1,,0.728
91324,1:1,1:1,,0.528
91325,1:1,1:1,,0.616
91326,1:1,1:1,,0.778
91327,1:1,1:1,,0.763
91328,1:1,1:1,,0.775
91329,1:1,1:1,,0.718
91330,1:1,1:1,,0.536
91331,1:1,1:1,,0.628
91332,1:1,1:1,,0.765
91333,1:1,1:1,,0.745
91334,1:1,1:1,,0.768
91335,1:1,1:1,,0.695
91336,1:1,1:1,,0.529
91337,1:1,1:1,,0.612
91338,1:1,1:1,,0.766
91339,1:1,1:1,,0.747
91340,1:1,1:1,,0.748
91341,1:1,1:1,,0.726
91342,1:1,1:1,,0.514
91343,1:1,1:1,,0.575
91344,1:1,1:1,,0.74
91345,1:1,1:1,,0.752
91346,1:1,1:1,,0.716
91347,1:1,1:1,,0.746
91348,1:1,2:0,+,0.5
91349,1:1,1:1,,0.6
91350,1:1,1:1,,0.742
91351,1:1,1:1,,0.743
91352,1:1,1:1,,0.73
91353,1:1,1:1,,0.738
91354,1:1,2:0,+,0.507
91355,1:1,1:1,,0.544
91356,1:1,1:1,,0.721
91357,1:1,1:1,,0.712
91358,1:1,1:1,,0.71
91359,1:1,1:1,,0.717
91360,1:1,2:0,+,0.524
91361,1:1,1:1,,0.567
91362,1:1,1:1,,0.713
91363,1:1,1:1,,0.744
91364,1:1,1:1,,0.674
91365,1:1,1:1,,0.712
91366,1:1,2:0,+,0.551
91367,1:1,1:1,,0.56
91368,1:1,1:1,,0.732
91369,1:1,1:1,,0.725
91370,1:1,1:1,,0.704
91371,1:1,1:1,,0.724
91372,1:1,2:0,+,0.57
91373,1:1,1:1,,0.519
91374,1:1,1:1,,0.676
91375,1:1,1:1,,0.703
91376,1:1,1:1,,0.72
91377,1:1,1:1,,0.64
91378,1:1,1:1,,0.57
91379,1:1,1:1,,0.619
91380,1:1,1:1,,0.705
91381,1:1,1:1,,0.756
91382,1:1,1:1,,0.766
91383,2:0,2:0,,0.655
91384,2:0,2:0,,0.906
91385,2:0,2:0,,0.834
91386,2:0,2:0,,0.75
91387,2:0,2:0,,0.71
91388,2:0,2:0,,0.66
91389,2:0,2:0,,0.719
91390,2:0,2:0,,0.899
91391,2:0,2:0,,0.882
91392,1:1,1:1,,0.605
91393,1:1,2:0,+,0.749
91394,1:1,2:0,+,0.523
91395,1:1,2:0,+,0.719
91396,1:1,1:1,,0.55
91397,1:1,2:0,+,0.655
91398,1:1,1:1,,0.564
91399,1:1,2:0,+,0.766
91400,1:1,1:1,,0.79
91401,1:1,1:1,,0.747
91402,1:1,1:1,,0.755
91403,1:1,1:1,,0.771
91404,1:1,1:1,,0.805
91405,1:1,1:1,,0.819
91406,1:1,1:1,,0.79
91407,1:1,1:1,,0.796
91408,1:1,1:1,,0.802
91409,1:1,1:1,,0.823
91410,1:1,1:1,,0.835
91411,1:1,1:1,,0.82
91412,1:1,1:1,,0.823
91413,1:1,1:1,,0.821
91414,1:1,1:1,,0.834
91415,1:1,1:1,,0.841
91416,1:1,1:1,,0.831
91417,1:1,1:1,,0.834
91418,1:1,1:1,,0.831
91419,1:1,1:1,,0.836
91420,1:1,1:1,,0.843
91421,1:1,1:1,,0.836
91422,1:1,1:1,,0.835
91423,1:1,1:1,,0.836
91424,1:1,1:1,,0.838
91425,1:1,1:1,,0.843
91426,1:1,1:1,,0.837
91427,1:1,1:1,,0.837
91428,1:1,1:1,,0.833
91429,1:1,1:1,,0.838
91430,1:1,1:1,,0.844
91431,1:1,1:1,,0.838
91432,1:1,1:1,,0.836
91433,1:1,1:1,,0.836
91434,1:1,1:1,,0.839
91435,1:1,1:1,,0.844
91436,1:1,1:1,,0.835
91437,1:1,1:1,,0.836
91438,1:1,1:1,,0.834
91439,1:1,1:1,,0.839
91440,1:1,1:1,,0.844
91441,1:1,1:1,,0.838
91442,1:1,1:1,,0.836
91443,1:1,1:1,,0.836
91444,1:1,1:1,,0.839
91445,1:1,1:1,,0.844
91446,1:1,1:1,,0.837
91447,1:1,1:1,,0.834
91448,1:1,1:1,,0.834
91449,1:1,1:1,,0.84
91450,1:1,1:1,,0.844
91451,1:1,1:1,,0.835
91452,1:1,1:1,,0.837
91453,1:1,1:1,,0.833
91454,1:1,1:1,,0.838
91455,1:1,1:1,,0.836
91456,1:1,1:1,,0.834
91457,1:1,1:1,,0.835
91458,1:1,1:1,,0.821
91459,1:1,1:1,,0.839
91460,1:1,1:1,,0.835
91461,1:1,1:1,,0.835
91462,1:1,1:1,,0.835
91463,1:1,1:1,,0.837
91464,1:1,1:1,,0.844
91465,1:1,1:1,,0.835
91466,1:1,1:1,,0.834
91467,1:1,1:1,,0.824
91468,1:1,1:1,,0.838
91469,1:1,1:1,,0.844
91470,1:1,1:1,,0.835
91471,1:1,1:1,,0.834
91472,1:1,1:1,,0.831
91473,1:1,1:1,,0.839
91474,1:1,1:1,,0.844
91475,1:1,1:1,,0.834
91476,1:1,1:1,,0.829
91477,1:1,1:1,,0.83
91478,1:1,1:1,,0.839
91479,1:1,1:1,,0.844
91480,1:1,1:1,,0.838
91481,1:1,1:1,,0.83
91482,1:1,1:1,,0.829
91483,1:1,1:1,,0.838
91484,1:1,1:1,,0.844
91485,1:1,1:1,,0.834
91486,1:1,1:1,,0.831
91487,1:1,1:1,,0.829
91488,1:1,1:1,,0.839
91489,1:1,1:1,,0.845
91490,1:1,1:1,,0.834
91491,1:1,1:1,,0.83
91492,1:1,1:1,,0.83
91493,1:1,1:1,,0.837
91494,1:1,1:1,,0.844
91495,1:1,1:1,,0.522
91496,1:1,1:1,,0.515
91497,1:1,1:1,,0.52
91498,1:1,1:1,,0.524
91499,2:0,2:0,,0.855
91500,2:0,2:0,,0.97
91501,2:0,2:0,,0.882
91502,2:0,2:0,,0.884
91503,2:0,2:0,,0.811
91504,2:0,2:0,,0.851
91505,2:0,2:0,,0.706
91506,2:0,2:0,,0.862
91507,2:0,2:0,,0.866
91508,2:0,2:0,,0.626
91509,2:0,2:0,,0.877
91510,2:0,2:0,,0.805
91511,2:0,2:0,,0.649
91512,2:0,2:0,,0.872
91513,2:0,2:0,,0.774
91514,2:0,2:0,,0.883
91515,2:0,2:0,,0.696
91516,2:0,2:0,,0.783
91517,2:0,2:0,,0.711
91518,2:0,2:0,,0.884
91519,2:0,2:0,,0.827
91520,2:0,2:0,,0.696
91521,2:0,2:0,,0.659
91522,2:0,2:0,,0.788
91523,2:0,2:0,,0.663
91524,2:0,2:0,,0.812
91525,2:0,2:0,,0.695
91526,2:0,2:0,,0.646
91527,2:0,2:0,,0.783
91528,2:0,2:0,,0.658
91529,2:0,2:0,,0.834
91530,2:0,2:0,,0.779
91531,2:0,2:0,,0.853
91532,2:0,2:0,,0.628
91533,2:0,2:0,,0.679
91534,2:0,2:0,,0.839
91535,2:0,2:0,,0.676
91536,2:0,2:0,,0.556
91537,2:0,2:0,,0.679
91538,2:0,2:0,,0.6
91539,2:0,1:1,+,0.61
91540,2:0,2:0,,0.638
91541,2:0,2:0,,0.768
91542,2:0,2:0,,0.69
91543,2:0,2:0,,0.654
91544,2:0,1:1,+,0.696
91545,2:0,1:1,+,0.755
91546,2:0,2:0,,0.701
91547,2:0,1:1,+,0.624
91548,2:0,1:1,+,0.755
91549,2:0,1:1,+,0.715
91550,2:0,1:1,+,0.67
91551,2:0,1:1,+,0.654
91552,2:0,1:1,+,0.796
91553,2:0,1:1,+,0.743
91554,2:0,1:1,+,0.508
91555,2:0,1:1,+,0.674
91556,2:0,1:1,+,0.794
91557,2:0,1:1,+,0.614
91558,2:0,1:1,+,0.738
91559,2:0,1:1,+,0.779
91560,2:0,1:1,+,0.685
91561,2:0,1:1,+,0.759
91562,2:0,1:1,+,0.613
91563,2:0,1:1,+,0.789
91564,2:0,1:1,+,0.559
91565,2:0,1:1,+,0.622
91566,2:0,2:0,,0.599
91567,2:0,1:1,+,0.67
91568,2:0,1:1,+,0.797
91569,2:0,1:1,+,0.799
91570,2:0,1:1,+,0.806
91571,2:0,1:1,+,0.645
91572,2:0,1:1,+,0.708
91573,2:0,1:1,+,0.714
91574,2:0,1:1,+,0.633
91575,2:0,1:1,+,0.738
91576,2:0,1:1,+,0.55
91577,2:0,1:1,+,0.771
91578,2:0,1:1,+,0.707
91579,2:0,1:1,+,0.755
91580,2:0,1:1,+,0.809
91581,2:0,1:1,+,0.618
91582,2:0,1:1,+,0.535
91583,2:0,1:1,+,0.766
91584,2:0,1:1,+,0.66
91585,2:0,1:1,+,0.761
91586,2:0,1:1,+,0.549
91587,2:0,1:1,+,0.532
91588,2:0,1:1,+,0.705
91589,2:0,1:1,+,0.627
91590,2:0,1:1,+,0.719
91591,2:0,1:1,+,0.612
91592,2:0,1:1,+,0.536
91593,2:0,1:1,+,0.818
91594,2:0,1:1,+,0.705
91595,2:0,1:1,+,0.819
91596,2:0,1:1,+,0.746
91597,2:0,1:1,+,0.719
91598,2:0,2:0,,0.881
91599,2:0,1:1,+,0.753
91600,2:0,1:1,+,0.611
91601,2:0,1:1,+,0.649
91602,1:1,1:1,,0.73
91603,1:1,1:1,,0.716
91604,1:1,1:1,,0.522
91605,1:1,1:1,,0.529
91606,1:1,1:1,,0.589
91607,1:1,1:1,,0.77
91608,1:1,1:1,,0.586
91609,1:1,1:1,,0.821
91610,1:1,1:1,,0.542
91611,1:1,2:0,+,0.569
91612,1:1,1:1,,0.708
91613,1:1,1:1,,0.663
91614,1:1,1:1,,0.803
91615,1:1,1:1,,0.764
91616,1:1,2:0,+,0.538
91617,1:1,1:1,,0.774
91618,1:1,1:1,,0.844
91619,1:1,1:1,,0.844
91620,1:1,1:1,,0.842
91621,1:1,1:1,,0.758
91622,1:1,1:1,,0.553
91623,1:1,1:1,,0.818
91624,1:1,1:1,,0.844
91625,1:1,1:1,,0.693
91626,1:1,1:1,,0.581
91627,1:1,1:1,,0.682
91628,1:1,1:1,,0.593
91629,1:1,1:1,,0.768
91630,1:1,1:1,,0.752
91631,1:1,1:1,,0.642
91632,1:1,1:1,,0.77
91633,1:1,1:1,,0.754
91634,1:1,1:1,,0.842
91635,1:1,1:1,,0.714
91636,1:1,1:1,,0.527
91637,1:1,1:1,,0.685
91638,1:1,1:1,,0.583
91639,1:1,1:1,,0.759
91640,1:1,1:1,,0.682
91641,1:1,2:0,+,0.684
91642,1:1,1:1,,0.708
91643,1:1,1:1,,0.844
91644,1:1,1:1,,0.678
91645,1:1,1:1,,0.592
91646,2:0,1:1,+,0.841
91647,2:0,2:0,,0.615
91648,2:0,2:0,,0.877
91649,2:0,2:0,,0.504
91650,2:0,2:0,,0.575
91651,2:0,1:1,+,0.635
91652,2:0,2:0,,0.583
91653,2:0,1:1,+,0.615
91654,2:0,2:0,,0.619
91655,2:0,1:1,+,0.531
91656,2:0,1:1,+,0.563
91657,2:0,2:0,,0.681
91658,2:0,1:1,+,0.523
91659,2:0,2:0,,0.649
91660,2:0,1:1,+,0.619
91661,2:0,1:1,+,0.547
91662,2:0,2:0,,0.571
91663,2:0,1:1,+,0.567
91664,2:0,1:1,+,0.54
91665,2:0,2:0,,0.612
91666,2:0,2:0,,0.568
91667,2:0,2:0,,0.609
91668,2:0,1:1,+,0.683
91669,2:0,1:1,+,0.679
91670,2:0,2:0,,0.657
91671,2:0,2:0,,0.766
91672,2:0,2:0,,0.598
91673,2:0,2:0,,0.83
91674,2:0,1:1,+,0.647
91675,2:0,2:0,,0.556
91676,2:0,1:1,+,0.504
91677,2:0,2:0,,0.572
91678,2:0,2:0,,0.539
91679,2:0,2:0,,0.612
91680,2:0,2:0,,0.529
91681,2:0,1:1,+,0.724
91682,2:0,1:1,+,0.584
91683,2:0,2:0,,0.528
91684,2:0,2:0,,0.741
91685,2:0,1:1,+,0.712
91686,2:0,2:0,,0.578
91687,2:0,2:0,,0.811
91688,2:0,1:1,+,0.604
91689,2:0,1:1,+,0.733
91690,2:0,2:0,,0.579
91691,2:0,2:0,,0.578
91692,2:0,1:1,+,0.534
91693,2:0,2:0,,0.81
91694,2:0,2:0,,0.535
91695,2:0,1:1,+,0.662
91696,2:0,2:0,,0.83
91697,2:0,1:1,+,0.648
91698,2:0,2:0,,0.744
91699,2:0,1:1,+,0.813
91700,2:0,1:1,+,0.844
91701,2:0,2:0,,0.54
91702,2:0,1:1,+,0.617
91703,2:0,2:0,,0.675
91704,2:0,2:0,,0.628
91705,2:0,2:0,,0.6
91706,2:0,2:0,,0.507
91707,2:0,1:1,+,0.844
91708,2:0,2:0,,0.596
91709,2:0,2:0,,0.716
91710,2:0,2:0,,0.638
91711,2:0,1:1,+,0.675
91712,2:0,2:0,,0.666
91713,2:0,1:1,+,0.659
91714,2:0,2:0,,0.654
91715,2:0,2:0,,0.653
91716,2:0,2:0,,0.619
91717,2:0,2:0,,0.604
91718,2:0,2:0,,0.824
91719,2:0,1:1,+,0.577
91720,2:0,2:0,,0.679
91721,2:0,2:0,,0.673
91722,2:0,1:1,+,0.742
91723,2:0,1:1,+,0.597
91724,2:0,2:0,,0.887
91725,2:0,1:1,+,0.641
91726,2:0,2:0,,0.724
91727,2:0,2:0,,0.859
91728,2:0,2:0,,0.625
91729,2:0,1:1,+,0.564
91730,2:0,2:0,,0.824
91731,2:0,2:0,,0.642
91732,2:0,2:0,,0.574
91733,2:0,2:0,,0.69
91734,2:0,2:0,,0.652
91735,2:0,2:0,,0.643
91736,2:0,2:0,,0.609
91737,2:0,2:0,,0.72
91738,2:0,2:0,,0.84
91739,2:0,2:0,,0.541
91740,2:0,2:0,,0.786
91741,2:0,1:1,+,0.592
91742,2:0,2:0,,0.53
91743,2:0,2:0,,0.604
91744,2:0,1:1,+,0.628
91745,2:0,2:0,,0.682
91746,2:0,2:0,,0.846
91747,2:0,1:1,+,0.619
91748,2:0,2:0,,0.654
91749,2:0,2:0,,0.855
91750,2:0,2:0,,0.804
91751,2:0,1:1,+,0.844
91752,2:0,2:0,,0.668
91753,2:0,2:0,,0.6
91754,2:0,2:0,,0.872
91755,2:0,2:0,,0.716
91756,2:0,2:0,,0.796
91757,2:0,2:0,,0.607
91758,2:0,2:0,,0.716
91759,2:0,2:0,,0.846
91760,2:0,2:0,,0.706
91761,2:0,2:0,,0.646
91762,2:0,2:0,,0.89
91763,2:0,2:0,,0.831
91764,2:0,1:1,+,0.627
91765,2:0,2:0,,0.631
91766,2:0,2:0,,0.748
91767,2:0,2:0,,0.658
91768,2:0,2:0,,0.775
91769,2:0,1:1,+,0.844
91770,2:0,2:0,,0.694
91771,2:0,2:0,,0.722
91772,2:0,2:0,,0.748
91773,2:0,2:0,,0.662
91774,2:0,1:1,+,0.557
91775,2:0,1:1,+,0.723
91776,2:0,2:0,,0.683
91777,2:0,2:0,,0.686
91778,2:0,1:1,+,0.544
91779,2:0,2:0,,0.655
91780,2:0,2:0,,0.879
91781,2:0,2:0,,0.67
91782,2:0,2:0,,0.873
91783,2:0,2:0,,0.957
91784,1:1,2:0,+,0.656
91785,1:1,2:0,+,0.774
91786,1:1,2:0,+,0.669
91787,1:1,2:0,+,0.854
91788,1:1,2:0,+,0.777
91789,1:1,1:1,,0.638
91790,1:1,1:1,,0.788
91791,1:1,1:1,,0.513
91792,1:1,1:1,,0.521
91793,1:1,2:0,+,0.539
91794,1:1,1:1,,0.593
91795,1:1,1:1,,0.772
91796,1:1,1:1,,0.518
91797,1:1,1:1,,0.753
91798,1:1,1:1,,0.827
91799,1:1,1:1,,0.795
91800,1:1,1:1,,0.637
91801,1:1,1:1,,0.76
91802,1:1,1:1,,0.789
91803,1:1,1:1,,0.833
91804,1:1,1:1,,0.8
91805,1:1,1:1,,0.553
91806,1:1,1:1,,0.802
91807,1:1,1:1,,0.76
91808,1:1,1:1,,0.842
91809,1:1,1:1,,0.782
91810,1:1,2:0,+,0.548
91811,1:1,1:1,,0.666
91812,1:1,1:1,,0.707
91813,1:1,1:1,,0.785
91814,1:1,1:1,,0.595
91815,1:1,1:1,,0.678
91816,1:1,1:1,,0.823
91817,1:1,1:1,,0.567
91818,1:1,1:1,,0.683
91819,1:1,1:1,,0.624
91820,1:1,1:1,,0.791
91821,1:1,1:1,,0.752
91822,1:1,1:1,,0.837
91823,1:1,1:1,,0.789
91824,1:1,1:1,,0.706
91825,1:1,1:1,,0.615
91826,1:1,1:1,,0.844
91827,1:1,1:1,,0.843
91828,1:1,1:1,,0.799
91829,1:1,1:1,,0.822
91830,1:1,1:1,,0.659
91831,1:1,1:1,,0.783
91832,1:1,1:1,,0.613
91833,1:1,1:1,,0.812
91834,1:1,1:1,,0.567
91835,1:1,1:1,,0.758
91836,1:1,2:0,+,0.579
91837,1:1,1:1,,0.804
91838,1:1,1:1,,0.718
91839,1:1,1:1,,0.812
91840,1:1,1:1,,0.584
91841,1:1,1:1,,0.534
91842,1:1,1:1,,0.599
91843,1:1,1:1,,0.621
91844,1:1,1:1,,0.58
91845,1:1,1:1,,0.542
91846,1:1,1:1,,0.815
91847,1:1,1:1,,0.592
91848,1:1,1:1,,0.556
91849,1:1,1:1,,0.775
91850,1:1,1:1,,0.615
91851,1:1,1:1,,0.815
91852,1:1,1:1,,0.726
91853,1:1,1:1,,0.616
91854,1:1,1:1,,0.568
91855,1:1,1:1,,0.777
91856,1:1,1:1,,0.662
91857,1:1,1:1,,0.571
91858,1:1,1:1,,0.692
91859,1:1,1:1,,0.639
91860,1:1,2:0,+,0.848
91861,1:1,2:0,+,0.522
91862,1:1,2:0,+,0.752
91863,1:1,1:1,,0.584
91864,2:0,2:0,,0.752
91865,2:0,2:0,,0.512
91866,2:0,1:1,+,0.778
91867,2:0,2:0,,0.532
91868,2:0,1:1,+,0.511
91869,2:0,1:1,+,0.512
91870,2:0,1:1,+,0.591
91871,2:0,1:1,+,0.504
91872,2:0,1:1,+,0.801
91873,2:0,1:1,+,0.797
91874,2:0,2:0,,0.641
91875,2:0,1:1,+,0.739
91876,2:0,1:1,+,0.604
91877,2:0,2:0,,0.503
91878,2:0,1:1,+,0.601
91879,2:0,2:0,,0.502
91880,2:0,1:1,+,0.739
91881,2:0,1:1,+,0.667
91882,2:0,2:0,,0.505
91883,2:0,2:0,,0.53
91884,2:0,1:1,+,0.71
91885,2:0,2:0,,0.524
91886,2:0,2:0,,0.616
91887,2:0,1:1,+,0.845
91888,2:0,2:0,,0.717
91889,2:0,2:0,,0.887
91890,2:0,2:0,,0.501
91891,2:0,1:1,+,0.697
91892,2:0,1:1,+,0.696
91893,2:0,1:1,+,0.744
91894,2:0,2:0,,0.523
91895,2:0,2:0,,0.531
91896,2:0,1:1,+,0.502
91897,2:0,1:1,+,0.525
91898,2:0,1:1,+,0.71
91899,2:0,2:0,,0.504
91900,2:0,1:1,+,0.75
91901,2:0,1:1,+,0.791
91902,2:0,2:0,,0.663
91903,2:0,1:1,+,0.56
91904,2:0,2:0,,0.549
91905,2:0,1:1,+,0.56
91906,2:0,2:0,,0.557
91907,2:0,2:0,,0.592
91908,2:0,1:1,+,0.61
91909,2:0,1:1,+,0.753
91910,2:0,2:0,,0.628
91911,2:0,2:0,,0.6
91912,2:0,2:0,,0.718
91913,2:0,1:1,+,0.657
91914,2:0,2:0,,0.666
91915,2:0,1:1,+,0.502
91916,2:0,1:1,+,0.649
91917,2:0,1:1,+,0.776
91918,2:0,1:1,+,0.612
91919,2:0,2:0,,0.654
91920,2:0,1:1,+,0.789
91921,2:0,1:1,+,0.518
91922,2:0,2:0,,0.577
91923,2:0,1:1,+,0.789
91924,2:0,1:1,+,0.678
91925,2:0,2:0,,0.679
91926,2:0,1:1,+,0.719
91927,2:0,1:1,+,0.772
91928,2:0,1:1,+,0.593
91929,2:0,2:0,,0.527
91930,2:0,1:1,+,0.525
91931,2:0,1:1,+,0.571
91932,2:0,1:1,+,0.691
91933,2:0,1:1,+,0.644
91934,2:0,2:0,,0.589
91935,2:0,1:1,+,0.533
91936,2:0,1:1,+,0.722
91937,2:0,1:1,+,0.693
91938,2:0,1:1,+,0.776
91939,2:0,2:0,,0.569
91940,2:0,2:0,,0.647
91941,2:0,1:1,+,0.78
91942,2:0,1:1,+,0.56
91943,2:0,1:1,+,0.575
91944,2:0,1:1,+,0.758
91945,2:0,2:0,,0.528
91946,2:0,1:1,+,0.633
91947,2:0,2:0,,0.552
91948,2:0,1:1,+,0.519
91949,2:0,1:1,+,0.511
91950,2:0,2:0,,0.531
91951,2:0,1:1,+,0.626
91952,2:0,1:1,+,0.754
91953,2:0,2:0,,0.573
91954,2:0,2:0,,0.575
91955,2:0,2:0,,0.656
91956,2:0,1:1,+,0.523
91957,2:0,1:1,+,0.804
91958,2:0,1:1,+,0.686
91959,2:0,1:1,+,0.76
91960,2:0,1:1,+,0.578
91961,2:0,2:0,,0.518
91962,2:0,2:0,,0.527
91963,2:0,2:0,,0.798
91964,2:0,1:1,+,0.836
91965,2:0,1:1,+,0.509
91966,2:0,1:1,+,0.591
91967,2:0,1:1,+,0.74
91968,2:0,1:1,+,0.507
91969,2:0,1:1,+,0.543
91970,2:0,1:1,+,0.762
91971,2:0,2:0,,0.632
91972,2:0,2:0,,0.571
91973,2:0,2:0,,0.531
91974,2:0,1:1,+,0.739
91975,2:0,1:1,+,0.574
91976,2:0,1:1,+,0.757
91977,2:0,1:1,+,0.74
91978,2:0,1:1,+,0.758
91979,2:0,1:1,+,0.558
91980,2:0,1:1,+,0.505
91981,2:0,2:0,,0.713
91982,2:0,2:0,,0.659
91983,2:0,2:0,,0.773
91984,2:0,1:1,+,0.558
91985,2:0,1:1,+,0.704
91986,2:0,2:0,,0.599
91987,2:0,2:0,,0.565
91988,2:0,2:0,,0.553
91989,2:0,2:0,,0.58
91990,2:0,1:1,+,0.517
91991,2:0,2:0,,0.78
91992,2:0,1:1,+,0.511
91993,2:0,1:1,+,0.84
91994,2:0,1:1,+,0.648
91995,2:0,2:0,,0.559
91996,2:0,2:0,,0.557
91997,2:0,2:0,,0.624
91998,2:0,2:0,,0.576
91999,2:0,2:0,,0.591
92000,2:0,2:0,,0.722
92001,2:0,1:1,+,0.761
92002,2:0,2:0,,0.523
92003,2:0,1:1,+,0.737
92004,2:0,2:0,,0.651
92005,2:0,1:1,+,0.582
92006,2:0,1:1,+,0.744
92007,2:0,2:0,,0.556
92008,2:0,1:1,+,0.563
92009,2:0,2:0,,0.618
92010,2:0,2:0,,0.659
92011,2:0,1:1,+,0.623
92012,2:0,2:0,,0.553
92013,2:0,2:0,,0.553
92014,2:0,1:1,+,0.505
92015,2:0,1:1,+,0.74
92016,2:0,1:1,+,0.571
92017,2:0,1:1,+,0.739
92018,2:0,2:0,,0.621
92019,2:0,2:0,,0.566
92020,2:0,2:0,,0.746
92021,2:0,2:0,,0.553
92022,2:0,2:0,,0.574
92023,2:0,2:0,,0.76
92024,2:0,2:0,,0.654
92025,2:0,2:0,,0.967
92026,2:0,2:0,,0.91
92027,2:0,2:0,,0.941
92028,1:1,1:1,,0.519
92029,1:1,1:1,,0.533
92030,1:1,1:1,,0.645
92031,1:1,1:1,,0.837
92032,1:1,2:0,+,0.754
92033,1:1,1:1,,0.794
92034,1:1,1:1,,0.843
92035,1:1,2:0,+,0.728
92036,1:1,1:1,,0.81
92037,1:1,1:1,,0.844
92038,1:1,1:1,,0.574
92039,1:1,2:0,+,0.672
92040,1:1,1:1,,0.827
92041,1:1,1:1,,0.844
92042,1:1,1:1,,0.576
92043,1:1,2:0,+,0.609
92044,1:1,1:1,,0.832
92045,1:1,1:1,,0.844
92046,1:1,2:0,+,0.511
92047,1:1,2:0,+,0.519
92048,1:1,1:1,,0.833
92049,1:1,1:1,,0.844
92050,1:1,2:0,+,0.743
92051,1:1,1:1,,0.806
92052,1:1,1:1,,0.844
92053,1:1,2:0,+,0.729
92054,1:1,1:1,,0.829
92055,1:1,1:1,,0.844
92056,1:1,1:1,,0.527
92057,1:1,1:1,,0.728
92058,1:1,1:1,,0.5
92059,1:1,1:1,,0.837
92060,1:1,1:1,,0.844
92061,1:1,2:0,+,0.546
92062,1:1,1:1,,0.562
92063,1:1,1:1,,0.805
92064,1:1,1:1,,0.526
92065,1:1,1:1,,0.839
92066,1:1,1:1,,0.844
92067,1:1,2:0,+,0.55
92068,1:1,1:1,,0.572
92069,1:1,1:1,,0.81
92070,1:1,2:0,+,0.555
92071,1:1,1:1,,0.582
92072,1:1,1:1,,0.84
92073,1:1,1:1,,0.844
92074,1:1,2:0,+,0.596
92075,1:1,1:1,,0.843
92076,1:1,1:1,,0.844
92077,1:1,2:0,+,0.564
92078,1:1,1:1,,0.844
92079,1:1,1:1,,0.844
92080,1:1,2:0,+,0.57
92081,1:1,1:1,,0.844
92082,1:1,1:1,,0.844
92083,1:1,2:0,+,0.599
92084,1:1,1:1,,0.842
92085,1:1,1:1,,0.844
92086,1:1,2:0,+,0.51
92087,1:1,1:1,,0.615
92088,1:1,1:1,,0.843
92089,1:1,1:1,,0.844
92090,1:1,2:0,+,0.607
92091,1:1,1:1,,0.629
92092,1:1,1:1,,0.844
92093,1:1,1:1,,0.844
92094,1:1,2:0,+,0.61
92095,1:1,1:1,,0.57
92096,1:1,1:1,,0.844
92097,1:1,1:1,,0.844
92098,1:1,2:0,+,0.567
92099,1:1,2:0,+,0.557
92100,1:1,1:1,,0.837
92101,1:1,1:1,,0.844
92102,1:1,2:0,+,0.714
92103,1:1,1:1,,0.843
92104,1:1,1:1,,0.844
92105,1:1,2:0,+,0.653
92106,1:1,1:1,,0.704
92107,1:1,2:0,+,0.59
92108,1:1,2:0,+,0.632
92109,1:1,1:1,,0.777
92110,1:1,1:1,,0.844
92111,1:1,1:1,,0.844
92112,1:1,2:0,+,0.702
92113,1:1,1:1,,0.563
92114,1:1,2:0,+,0.603
92115,1:1,1:1,,0.592
92116,1:1,1:1,,0.843
92117,1:1,1:1,,0.844
92118,1:1,2:0,+,0.531
92119,1:1,1:1,,0.768
92120,1:1,1:1,,0.844
92121,1:1,1:1,,0.844
92122,1:1,2:0,+,0.752
92123,1:1,2:0,+,0.771
92124,1:1,1:1,,0.844
92125,1:1,1:1,,0.844
92126,1:1,2:0,+,0.751
92127,1:1,1:1,,0.734
92128,1:1,1:1,,0.511
92129,1:1,1:1,,0.843
92130,1:1,1:1,,0.844
92131,1:1,2:0,+,0.8
92132,1:1,1:1,,0.844
92133,1:1,1:1,,0.837
92134,1:1,1:1,,0.844
92135,1:1,2:0,+,0.568
92136,1:1,1:1,,0.661
92137,1:1,2:0,+,0.867
92138,1:1,1:1,,0.548
92139,1:1,2:0,+,0.779
92140,1:1,2:0,+,0.686
92141,1:1,2:0,+,0.82
92142,1:1,2:0,+,0.595
92143,1:1,2:0,+,0.548
92144,1:1,1:1,,0.844
92145,1:1,1:1,,0.845
92146,1:1,1:1,,0.618
92147,1:1,2:0,+,0.727
92148,1:1,1:1,,0.531
92149,1:1,2:0,+,0.672
92150,1:1,2:0,+,0.696
92151,1:1,1:1,,0.844
92152,1:1,2:0,+,0.654
92153,2:0,2:0,,0.958
92154,2:0,2:0,,0.89
92155,2:0,2:0,,0.947
92156,1:1,2:0,+,0.603
92157,1:1,1:1,,0.644
92158,1:1,1:1,,0.636
92159,1:1,1:1,,0.787
92160,1:1,2:0,+,0.818
92161,1:1,2:0,+,0.68
92162,1:1,1:1,,0.58
